,Ni
59196,"[58881, 58984, 58986, 59091, 59093, 59199, 59304]"
59301,"[58986, 59091, 59093, 59199, 59304]"
59300,"[58984, 58986, 59091]"
4726,"[4370, 4371, 4487, 4488, 4489, 4490, 4604, 4605, 4607, 4608, 4609, 4610, 4725, 4729, 4840, 4842, 4843, 4844, 4845, 4846, 4950, 4951, 4953, 5058]"
2177,"[1930, 2007, 2008, 2011, 2087, 2088, 2090, 2175, 2176, 2262, 2263, 2265, 2464, 2465, 2466]"
58715,"[58386, 58493, 58494, 58495, 58496, 58497, 58602, 58603, 58606, 58607, 58608, 58712, 58713, 58717, 58718, 58823, 58826, 58827, 58828, 58829, 58936, 58937, 58939, 59040, 59041]"
11191,"[10628, 10629, 10803, 10804, 10805, 10988, 10990, 10992, 10993, 11188, 11189, 11190, 11191, 11192, 11194, 11392, 11393, 11394, 11395, 11396, 11397, 11398, 11599, 11600, 11601, 11602, 11603, 11807, 11808, 11809]"
58195,[]
58302,"[58408, 58518]"
58303,[]
20235,"[19497, 19498, 19742, 19744, 19746, 19989, 19990, 19991, 19992, 20233, 20234, 20235, 20237, 20478, 20479, 20480, 20482, 20724, 20725, 20727, 20970, 20971, 20972]"
19962,[]
2007,"[1773, 1774, 1775, 1848, 1850, 1852, 1925, 1926, 1927, 1928, 1930, 2004, 2006, 2007, 2008, 2084, 2087, 2088, 2090, 2173, 2175, 2176, 2262, 2263]"
1725,[]
2088,"[1850, 1852, 1927, 1928, 1930, 2006, 2007, 2008, 2011, 2087, 2088, 2090, 2173, 2175, 2176, 2262, 2263, 2265]"
31109,[30627]
60942,[]
36901,"[36093, 36094, 36095, 36363, 36364, 36637, 36898, 36904, 37169, 37170]"
6992,[7194]
7197,[7194]
55373,"[55370, 55748, 55924]"
4692,"[4335, 4452, 4453, 4455, 4570, 4571, 4572, 4573, 4574, 4576, 4689, 4693, 4695, 4806, 4807, 4808, 4809, 4811, 4915, 4917, 4919, 5023, 5024]"
36430,[35892]
56915,"[56425, 56590, 56592, 56753, 56754, 56756, 56757, 56758, 56912, 56913, 56914, 57060, 57062, 57063, 57203, 57343]"
60985,[61097]
19254,"[18519, 18520, 18763, 18764, 19006, 19007, 19008, 19009, 19010, 19011, 19253, 19254, 19256, 19497, 19498, 19499, 19500, 19503, 19746, 19747, 19992]"
19252,"[18517, 18518, 18519, 18761, 18762, 18763, 18764, 19004, 19005, 19006, 19007, 19008, 19009, 19010, 19249, 19250, 19253, 19254, 19497, 19498, 19499, 19500, 19744, 19746, 19747, 19990, 19991, 19992]"
58304,[]
56257,"[55736, 55911, 56256, 56257, 56423, 56424, 56425, 56590, 56592, 56756, 56757]"
43148,"[42557, 42852, 42854, 43145, 43432]"
58086,[]
57063,"[56592, 56754, 56756, 56757, 56758, 56912, 56913, 56914, 57060, 57062, 57063, 57203, 57342, 57343, 57476]"
2191,[2480]
1864,"[1645, 1715, 1716, 1785, 1787, 1788, 1861, 1862, 1863, 1864, 1939, 1940]"
17542,"[17313, 17545, 17779]"
17776,"[17545, 17779, 18018]"
17310,"[17313, 17545]"
17079,[17313]
4807,"[4452, 4453, 4569, 4570, 4571, 4572, 4573, 4687, 4688, 4689, 4693, 4804, 4805, 4806, 4807, 4808, 4809, 4912, 4913, 4914, 4915, 4917, 5020, 5023, 5024]"
58607,"[58278, 58279, 58280, 58386, 58388, 58389, 58494, 58495, 58496, 58497, 58606, 58607, 58608, 58610, 58717, 58718, 58719, 58720, 58826, 58827, 58828, 58829, 58939, 58940]"
10627,"[10125, 10287, 10288, 10289, 10291, 10455, 10460, 10625, 10626, 10628, 10629, 10630, 10800, 10803, 10804, 10805, 10988, 10990, 11189, 11190, 11191]"
36693,[36957]
36423,[]
59296,[59293]
4541,[4657]
4306,[]
4542,[]
3574,[]
4660,[4657]
4425,[]
4187,[]
4424,[]
4421,"[4060, 4061, 4062, 4180, 4181, 4299, 4301, 4418, 4657]"
4779,[4657]
35563,"[34744, 34745, 35015, 35016, 35017, 35018, 35287, 35289, 35291, 35293, 35560, 35561, 35563, 35565, 35837, 35838, 36105, 36106, 36374, 36375]"
31347,"[31591, 31842, 31843, 32094, 32095]"
31102,"[30857, 31843]"
31595,"[31842, 31843, 32094, 32095, 32350]"
31348,"[31843, 32095]"
35832,"[35013, 35015, 35285, 35286, 35287, 35289, 35558, 35560, 35561, 35563, 35829, 35830, 36099, 36100, 36101, 36105, 36374]"
59403,[]
59404,[]
19501,"[19008, 19009, 19010, 19011, 19253, 19254, 19256, 19498, 19499, 19500, 19503, 19746, 19747, 19992]"
36902,"[36094, 36095, 36096, 36363, 36364, 36637, 36638, 36904, 37169, 37170, 37171, 37695]"
35889,"[35072, 35346, 35892]"
36637,"[35826, 35827, 35828, 36095, 36096, 36097, 36099, 36364, 36637, 36638, 36639, 36640, 36904, 36906, 36907, 37169, 37170, 37171]"
36626,"[36084, 36085, 36353, 36354, 36623, 36624, 36625, 37157, 37161]"
56427,"[56256, 56257, 56261, 56424, 56425, 56590, 56592, 56756, 56757, 56758]"
30866,[30627]
12758,"[12091, 12092, 12093, 12308, 12309, 12310, 12311, 12312, 12530, 12532, 12533, 12534, 12535, 12536, 12755, 12756, 12758, 12759, 12760, 12761, 12981, 12982, 12983, 12984, 12985, 12986, 12987, 13212, 13216, 13444]"
19253,"[18518, 18519, 18520, 18762, 18763, 18764, 19005, 19006, 19007, 19008, 19009, 19010, 19011, 19250, 19253, 19254, 19256, 19497, 19498, 19499, 19500, 19744, 19746, 19747, 19991, 19992]"
61212,[]
52118,"[51286, 51287, 51288, 51564, 51565, 51566, 51568, 51841, 51842, 51844, 51847, 52116, 52117, 52119, 52121, 52385, 52386, 52387, 52388, 52389, 52391, 52652, 52653, 52654, 52917, 52918]"
56426,"[55911, 56256, 56257, 56423, 56424, 56425, 56590, 56592, 56754, 56756, 56757, 56758, 56914]"
1587,[]
36634,"[36093, 36094, 36095, 36096, 36363, 36364, 36637, 36898, 36904, 37169]"
52387,"[51564, 51565, 51566, 51841, 51842, 51844, 52116, 52117, 52119, 52384, 52385, 52386, 52387, 52388, 52389, 52650, 52651, 52652, 52653, 52654, 52917, 52918, 53179, 53180]"
12759,"[12092, 12093, 12094, 12309, 12310, 12311, 12312, 12313, 12532, 12533, 12534, 12535, 12536, 12537, 12756, 12758, 12759, 12760, 12761, 12762, 12982, 12983, 12984, 12985, 12986, 12987, 12988, 13216, 13217, 13444]"
56755,"[56256, 56257, 56423, 56424, 56425, 56590, 56592, 56752, 56753, 56754, 56756, 56757, 56758, 56911, 56912, 56913, 56914, 57060, 57062, 57063, 57203]"
37160,"[36625, 37157, 37161, 37163, 37684, 37946]"
12760,"[12093, 12094, 12095, 12310, 12311, 12312, 12313, 12314, 12532, 12533, 12534, 12535, 12536, 12537, 12538, 12758, 12759, 12760, 12761, 12762, 12983, 12984, 12985, 12986, 12987, 12988, 13216, 13217]"
35560,"[34740, 34741, 35013, 35015, 35016, 35284, 35285, 35286, 35287, 35289, 35558, 35560, 35561, 35563, 35829, 35830, 36100, 36101]"
35562,"[34744, 35015, 35016, 35017, 35018, 35286, 35287, 35289, 35291, 35560, 35561, 35563, 35565, 35837, 36105, 36106, 36374, 36375]"
1788,"[1644, 1645, 1712, 1715, 1716, 1718, 1785, 1787, 1788, 1861, 1862, 1863, 1864, 1940]"
35864,"[35045, 35046, 35047, 35317, 35318, 35319, 35320, 35321, 35589, 35591, 35592, 35593, 35594, 35595, 35861, 35862, 35863, 35864, 35865, 35867, 36133, 36134, 36135, 36136, 36137, 36402, 36404, 36405, 36406, 36673]"
36406,"[35593, 35594, 35595, 35864, 35865, 35867, 35868, 36133, 36134, 36135, 36136, 36137, 36138, 36139, 36404, 36405, 36406, 36407, 36408, 36409, 36673, 36676, 36677, 36678, 36679, 36942, 37208, 37209, 37210]"
36940,"[36133, 36134, 36402, 36404, 36405, 36671, 36672, 36673, 36676, 36937, 36939, 36940, 36942, 37208, 37209, 37469, 37470, 37471, 37472, 37473, 37731, 37733]"
59304,"[58989, 59093, 59096, 59199, 59201, 59304, 59305, 59307]"
37687,"[37161, 37163, 37684, 37945, 37946, 38473, 38475]"
37429,"[36898, 37161, 37163]"
37492,[]
37227,[]
18014,[]
10914,"[10402, 10740, 10741, 10742, 10914, 10917, 11100, 11101, 11102, 11103, 11304, 11505, 11507]"
16790,"[16108, 16109, 16110, 16331, 16332, 16333, 16334, 16335, 16558, 16559, 16560, 16561, 16562, 16563, 16564, 16787, 16788, 16789, 16791, 16792, 16793, 17017, 17018, 17019, 17020, 17021, 17022, 17023, 17249, 17250, 17251, 17252, 17253, 17482, 17483, 17484]"
52389,"[51566, 51568, 51844, 51847, 52116, 52117, 52119, 52121, 52122, 52386, 52387, 52388, 52389, 52391, 52392, 52652, 52653, 52654, 52917, 52918]"
36404,"[35591, 35592, 35593, 35862, 35863, 35864, 35865, 36133, 36134, 36135, 36136, 36137, 36402, 36404, 36405, 36406, 36407, 36671, 36672, 36673, 36676, 36677, 36939, 36940, 36942, 37208]"
35866,"[35047, 35048, 35049, 35319, 35320, 35321, 35322, 35323, 35591, 35592, 35593, 35594, 35595, 35596, 35597, 35863, 35864, 35865, 35867, 35868, 35869, 36133, 36134, 36135, 36136, 36137, 36138, 36139, 36404, 36405, 36406, 36407, 36408, 36676, 36677]"
56591,"[56256, 56257, 56423, 56424, 56425, 56590, 56592, 56752, 56753, 56754, 56756, 56757, 56758, 56912, 56913, 56914, 57062, 57063]"
20684,[]
36922,"[36114, 36115, 36116, 36383, 36384, 36385, 36386, 36652, 36653, 36654, 36655, 36656, 36657, 36658, 36920, 36921, 36922, 36923, 36925, 37188, 37189, 37452, 37453, 37454, 37714, 37715]"
20938,"[21663, 21664, 21665]"
9457,[]
52654,"[51844, 52116, 52117, 52119, 52385, 52386, 52387, 52388, 52389, 52391, 52651, 52652, 52653, 52654, 52917, 52918, 53179, 53180, 53442, 53443]"
4843,"[4487, 4488, 4489, 4605, 4607, 4608, 4609, 4725, 4729, 4840, 4842, 4843, 4844, 4845, 4846, 4948, 4950, 4951, 4953, 4954, 5056, 5058, 5060, 5165]"
56914,"[56424, 56425, 56590, 56592, 56752, 56753, 56754, 56756, 56757, 56758, 56911, 56912, 56913, 56914, 57060, 57062, 57063, 57203, 57342, 57343]"
36675,"[35864, 35865, 36133, 36134, 36135, 36136, 36137, 36402, 36404, 36405, 36406, 36407, 36408, 36672, 36673, 36676, 36677, 36678, 36939, 36940, 36942, 37208, 37209, 37210, 37472, 37473]"
56594,"[56257, 56261, 56425, 56431, 56592, 56756, 56757, 56758, 56761]"
52655,"[51844, 52117, 52119, 52121, 52386, 52387, 52388, 52389, 52391, 52392, 52652, 52653, 52654, 52917, 52918, 53180, 53443, 53445]"
54857,"[54646, 55064, 55266, 55267, 55461]"
35593,"[34773, 34774, 35045, 35046, 35047, 35048, 35049, 35317, 35318, 35319, 35320, 35321, 35322, 35323, 35591, 35592, 35593, 35594, 35595, 35596, 35862, 35863, 35864, 35865, 35867, 35868, 36133, 36134, 36135, 36136, 36137, 36404, 36405, 36406]"
61545,"[61511, 61512, 61576, 61603, 61604]"
11097,"[11100, 11503, 11709]"
16560,"[15887, 15888, 16106, 16107, 16108, 16109, 16110, 16329, 16330, 16331, 16332, 16333, 16334, 16335, 16557, 16558, 16559, 16560, 16561, 16562, 16563, 16786, 16787, 16788, 16789, 16791, 16792, 17017, 17018, 17019, 17020, 17021, 17249, 17250, 17251]"
29512,"[29514, 29515, 30239, 30240]"
60943,[]
40806,"[40512, 41095]"
36635,"[35826, 36093, 36094, 36095, 36096, 36097, 36363, 36364, 36637, 36638, 36904, 37169, 37170]"
1518,[]
58608,"[58279, 58280, 58281, 58388, 58389, 58391, 58495, 58496, 58497, 58501, 58606, 58607, 58608, 58610, 58717, 58718, 58719, 58720, 58721, 58827, 58828, 58829, 58831, 58939, 58940, 58941]"
36904,"[36096, 36097, 36637, 36638, 36639, 36640, 36904, 36906, 36907, 37169, 37170, 37171, 37173, 37437, 37695, 37696, 37697]"
43435,"[42854, 43145, 43432]"
2190,[]
36921,"[36113, 36114, 36115, 36383, 36384, 36385, 36386, 36651, 36652, 36653, 36654, 36655, 36656, 36657, 36920, 36921, 36922, 36923, 37188, 37189, 37452, 37453, 37454, 37714]"
1656,[]
36134,"[35318, 35319, 35320, 35591, 35592, 35593, 35594, 35861, 35862, 35863, 35864, 35865, 35867, 36133, 36134, 36135, 36136, 36137, 36402, 36404, 36405, 36406, 36407, 36672, 36673, 36676, 36940, 36942]"
20236,"[19497, 19498, 19499, 19744, 19746, 19747, 19989, 19990, 19991, 19992, 20233, 20234, 20235, 20237, 20478, 20479, 20480, 20482, 20725, 20727, 20971, 20972]"
4487,"[4129, 4130, 4131, 4249, 4250, 4251, 4367, 4368, 4370, 4371, 4372, 4484, 4485, 4487, 4488, 4489, 4490, 4604, 4605, 4607, 4608, 4609, 4725, 4842, 4843]"
51760,[]
58717,"[58388, 58389, 58495, 58496, 58497, 58606, 58607, 58608, 58610, 58717, 58718, 58719, 58720, 58826, 58827, 58828, 58829, 58831, 58937, 58939, 58940, 58941, 59043]"
57635,"[57963, 57965]"
58496,"[58170, 58171, 58276, 58277, 58278, 58279, 58280, 58384, 58386, 58388, 58389, 58493, 58494, 58495, 58496, 58497, 58603, 58606, 58607, 58608, 58717, 58718, 58826, 58827, 58828]"
38468,"[37943, 37944, 38202, 38204, 38205, 38468, 38470, 38736, 38738, 38739, 38741, 39019, 39021]"
41595,"[41598, 41886, 42179, 42180, 42475]"
41303,"[41598, 41886, 42179, 42180]"
41594,"[41886, 42179, 42180, 42475]"
52119,"[51287, 51288, 51289, 51565, 51566, 51568, 51569, 51842, 51844, 51847, 51848, 52116, 52117, 52119, 52121, 52122, 52386, 52387, 52388, 52389, 52391, 52392, 52653, 52654, 52918]"
33108,"[32316, 32317, 32573, 32574, 32575, 32576, 32836, 32838, 32841, 33108, 33110, 33111, 33375, 33376, 33379, 33380, 33646, 33647, 33648, 33649, 33918, 33919]"
13697,[13472]
61571,[61539]
42270,"[41979, 41980, 42272, 42273, 42566, 42567, 42863, 43155]"
41685,"[41395, 41396, 41688, 41979, 41980, 42272, 42566]"
41977,"[41395, 41688, 41979, 41980, 42272, 42273, 42566, 42567]"
1927,"[1771, 1772, 1773, 1774, 1775, 1846, 1847, 1848, 1850, 1852, 1924, 1925, 1926, 1927, 1928, 1930, 2004, 2006, 2007, 2008, 2084, 2087, 2088, 2173, 2175]"
7630,[]
10457,"[10125, 10287, 10288, 10289, 10291, 10455, 10460, 10625, 10626, 10628, 10629, 10630, 10800, 10803, 10804, 10988, 10990]"
45163,[]
2176,"[1928, 1930, 2006, 2007, 2008, 2087, 2088, 2090, 2173, 2175, 2176, 2262, 2263, 2265, 2357, 2464, 2465]"
42564,"[42272, 42566, 42567, 42863, 43155, 43441]"
42565,"[41979, 42272, 42273, 42566, 42567, 42863, 42864, 43155, 43156, 43441, 43442]"
52388,"[51565, 51566, 51842, 51844, 52116, 52117, 52119, 52121, 52385, 52386, 52387, 52388, 52389, 52391, 52651, 52652, 52653, 52654, 52917, 52918, 53180]"
35059,"[35056, 35329, 35876]"
12757,"[12091, 12092, 12308, 12309, 12310, 12311, 12529, 12530, 12532, 12533, 12534, 12535, 12754, 12755, 12756, 12758, 12759, 12760, 12980, 12981, 12982, 12983, 12984, 12985, 12986, 13211, 13212, 13442, 13444]"
35288,"[34468, 34470, 34740, 34741, 34744, 35013, 35015, 35016, 35017, 35018, 35285, 35286, 35287, 35289, 35291, 35558, 35560, 35561, 35563]"
1715,"[1643, 1644, 1645, 1649, 1712, 1715, 1716, 1718, 1785, 1787, 1788, 1862, 1863, 1864]"
19992,"[19253, 19254, 19497, 19498, 19499, 19500, 19744, 19746, 19747, 19989, 19990, 19991, 19992, 20234, 20235, 20237, 20480, 20482, 20727]"
57065,"[56756, 56757, 56758, 56914, 56920, 57062, 57063, 57203]"
61173,[61097]
39946,[]
4808,"[4452, 4453, 4570, 4571, 4572, 4573, 4574, 4688, 4689, 4693, 4805, 4806, 4807, 4808, 4809, 4811, 4913, 4914, 4915, 4917, 4919, 5023, 5024, 5130]"
16791,"[16109, 16110, 16111, 16332, 16333, 16334, 16335, 16336, 16559, 16560, 16561, 16562, 16563, 16564, 16565, 16788, 16789, 16791, 16792, 16793, 16794, 17018, 17019, 17020, 17021, 17022, 17023, 17024, 17250, 17251, 17252, 17253, 17254, 17483, 17484, 17485]"
19744,"[19005, 19006, 19007, 19249, 19250, 19253, 19497, 19498, 19499, 19500, 19741, 19742, 19744, 19746, 19747, 19989, 19990, 19991, 19992, 20233, 20234, 20235, 20237, 20479, 20480]"
9455,[]
9456,[]
9300,[]
9146,[]
9301,[]
9453,[]
9302,[]
9452,[]
9451,[]
9454,[]
9757,[]
9604,[]
9760,[10239]
9918,"[10239, 10240, 10402]"
9758,[]
9299,[]
9759,[]
9603,[]
9917,[10239]
9605,[]
9606,[]
9607,[]
56754,"[56256, 56423, 56424, 56425, 56590, 56592, 56751, 56752, 56753, 56754, 56756, 56757, 56910, 56911, 56912, 56913, 56914, 57060, 57062, 57063, 57203]"
56913,"[56423, 56424, 56425, 56590, 56592, 56751, 56752, 56753, 56754, 56756, 56757, 56910, 56911, 56912, 56913, 56914, 57058, 57060, 57062, 57063, 57200, 57203, 57341, 57342, 57343]"
57062,"[56590, 56592, 56753, 56754, 56756, 56757, 56911, 56912, 56913, 56914, 57060, 57062, 57063, 57200, 57203, 57341, 57342, 57343, 57476]"
23528,[23525]
23081,[]
25162,[24759]
23951,"[23524, 23525, 23740, 24152]"
24153,"[23523, 23524, 23525, 23740, 23946, 24152]"
24760,"[24152, 24555, 24759]"
24761,"[24152, 24759]"
24558,"[24152, 24555, 24759]"
24357,[24152]
24154,"[23524, 23525, 23740, 24152]"
24356,"[23740, 24152, 24759]"
24559,"[24152, 24759]"
23744,"[23524, 23525]"
24962,[24759]
12310,"[11674, 11675, 11879, 11880, 11881, 11882, 11883, 12091, 12092, 12093, 12094, 12095, 12308, 12309, 12310, 12311, 12312, 12313, 12530, 12532, 12533, 12534, 12535, 12536, 12756, 12758, 12759, 12760, 12983, 12984, 12985]"
9609,[]
9608,[]
9919,"[10239, 10240, 10402]"
9761,"[10239, 10240]"
9762,"[10239, 10240]"
36638,"[35827, 35828, 35829, 36096, 36097, 36099, 36100, 36637, 36638, 36639, 36640, 36904, 36906, 36907, 36908, 37169, 37170, 37171, 37173, 37437]"
6696,"[6597, 6693]"
8699,[]
8697,[]
8404,[]
8851,[]
8546,[]
8698,[]
8548,[]
8403,[]
8547,[]
8402,[]
9006,[]
21899,"[22142, 22143, 22383]"
21178,[21663]
21419,"[21663, 22142, 22143]"
22463,"[21741, 21981, 22223, 22224, 22225]"
60988,[]
3021,"[2895, 3018, 3146, 3269]"
1446,[1649]
33107,"[32316, 32317, 32573, 32574, 32575, 32835, 32836, 32838, 32841, 33104, 33108, 33110, 33375, 33376, 33379, 33380, 33645, 33646, 33647, 33648, 33649, 33918, 33919]"
27367,"[26747, 27803]"
10911,"[10914, 11100, 11101, 11503]"
29054,"[29514, 29515]"
29280,"[29514, 29515]"
37166,"[36363, 36364, 36898, 37163, 37169]"
36942,"[36134, 36135, 36136, 36404, 36405, 36406, 36407, 36672, 36673, 36676, 36677, 36678, 36939, 36940, 36942, 37208, 37209, 37210, 37211, 37471, 37472, 37473, 37475, 37733]"
30624,"[30385, 30627]"
19255,"[18520, 18764, 19007, 19008, 19009, 19010, 19011, 19253, 19254, 19256, 19498, 19499, 19500, 19503, 19746, 19747]"
61434,"[61317, 61391, 61392, 61512]"
36405,"[35592, 35593, 35594, 35863, 35864, 35865, 35867, 36133, 36134, 36135, 36136, 36137, 36138, 36402, 36404, 36405, 36406, 36407, 36408, 36672, 36673, 36676, 36677, 36678, 36940, 36942, 37208, 37209]"
52653,"[51842, 51844, 52116, 52117, 52119, 52384, 52385, 52386, 52387, 52388, 52389, 52650, 52651, 52652, 52653, 52654, 52914, 52917, 52918, 53178, 53179, 53180, 53442, 53443]"
21653,[21409]
16561,"[15887, 15888, 15889, 16107, 16108, 16109, 16110, 16111, 16330, 16331, 16332, 16333, 16334, 16335, 16336, 16558, 16559, 16560, 16561, 16562, 16563, 16564, 16787, 16788, 16789, 16791, 16792, 16793, 17018, 17019, 17020, 17021, 17022, 17250, 17251, 17252]"
8989,[]
9144,[]
21179,"[21663, 21664, 21904]"
31855,[]
35566,"[34747, 34748, 35018, 35020, 35021, 35022, 35291, 35293, 35294, 35563, 35565, 35568, 35837, 35838, 36106, 36379]"
4915,"[4570, 4571, 4572, 4688, 4689, 4804, 4805, 4806, 4807, 4808, 4809, 4912, 4913, 4914, 4915, 4917, 5019, 5020, 5023, 5024, 5126, 5130]"
10626,"[10125, 10287, 10288, 10289, 10455, 10623, 10625, 10626, 10628, 10629, 10798, 10800, 10803, 10804, 10988, 10990, 11188, 11189, 11190]"
4806,"[4450, 4452, 4569, 4570, 4571, 4572, 4686, 4687, 4688, 4689, 4803, 4804, 4805, 4806, 4807, 4808, 4809, 4911, 4912, 4913, 4914, 4915, 4917, 5019, 5020, 5023, 5126]"
60944,[]
9298,[]
9145,[]
56918,"[56756, 56757, 56758, 56761, 56920, 57063]"
19963,"[19720, 19966]"
2087,"[1850, 1926, 1927, 1928, 1930, 2004, 2006, 2007, 2008, 2084, 2087, 2088, 2090, 2173, 2175, 2176, 2262, 2263, 2357]"
51845,"[51006, 51007, 51286, 51287, 51288, 51289, 51290, 51564, 51565, 51566, 51568, 51569, 51570, 51842, 51844, 51847, 51848, 52116, 52117, 52119, 52121, 52122, 52387, 52388, 52389, 52391, 52654]"
6982,[6693]
6885,"[6597, 6693]"
8127,[]
8405,[]
8263,[]
7995,[]
8406,[]
8682,[]
8990,[]
8834,[]
8835,[]
8836,[]
8684,[]
8833,[]
8683,[]
8681,[]
19991,"[19253, 19497, 19498, 19499, 19500, 19742, 19744, 19746, 19747, 19989, 19990, 19991, 19992, 20233, 20234, 20235, 20237, 20479, 20480, 20482, 20727]"
16334,"[15667, 15668, 15669, 15887, 15888, 15889, 15890, 15891, 16107, 16108, 16109, 16110, 16111, 16331, 16332, 16333, 16334, 16335, 16336, 16337, 16559, 16560, 16561, 16562, 16563, 16564, 16565, 16789, 16791, 16792, 16793, 17020, 17021, 17022]"
4724,"[4367, 4368, 4484, 4485, 4487, 4488, 4602, 4604, 4605, 4607, 4608, 4721, 4722, 4725, 4840, 4842, 4843, 4844, 4947, 4948, 4950, 4951, 5055, 5056]"
12534,"[11881, 11882, 11883, 12091, 12092, 12093, 12094, 12095, 12308, 12309, 12310, 12311, 12312, 12313, 12314, 12532, 12533, 12534, 12535, 12536, 12537, 12756, 12758, 12759, 12760, 12761, 12762, 12983, 12984, 12985, 12986, 12987, 13216]"
4842,"[4487, 4488, 4604, 4605, 4607, 4608, 4722, 4725, 4840, 4842, 4843, 4844, 4845, 4947, 4948, 4950, 4951, 4953, 5055, 5056, 5058]"
2086,"[1848, 1850, 1925, 1926, 1927, 1928, 2004, 2006, 2007, 2008, 2084, 2087, 2088, 2173, 2175, 2176, 2262, 2263, 2357]"
4605,"[4249, 4250, 4367, 4368, 4370, 4484, 4485, 4487, 4488, 4489, 4602, 4604, 4605, 4607, 4608, 4721, 4722, 4725, 4840, 4842, 4843, 4948, 4950]"
22465,"[21741, 21981, 22223, 22224, 22225, 22226, 22944]"
2174,"[1926, 1927, 1928, 2004, 2006, 2007, 2008, 2084, 2087, 2088, 2173, 2175, 2176, 2262, 2263, 2355, 2357, 2461, 2462]"
4608,"[4251, 4253, 4370, 4371, 4372, 4373, 4487, 4488, 4489, 4490, 4491, 4605, 4607, 4608, 4609, 4610, 4611, 4725, 4729, 4730, 4842, 4843, 4844, 4845, 4846, 4951, 4953]"
36365,"[35554, 35826, 35827, 36093, 36094, 36095, 36096, 36097, 36363, 36364, 36637, 36638, 36904, 37169]"
16332,"[15665, 15666, 15667, 15885, 15887, 15888, 15889, 16105, 16106, 16107, 16108, 16109, 16110, 16111, 16329, 16330, 16331, 16332, 16333, 16334, 16335, 16557, 16558, 16559, 16560, 16561, 16562, 16563, 16787, 16788, 16789, 16791, 17018, 17019, 17020]"
58498,"[58173, 58174, 58278, 58279, 58280, 58281, 58282, 58386, 58388, 58389, 58391, 58392, 58495, 58496, 58497, 58501, 58606, 58607, 58608, 58610, 58717, 58718, 58719, 58720, 58828, 58829]"
57748,"[57965, 58074, 58075, 58076]"
36366,"[35554, 35555, 35826, 35827, 35828, 36093, 36094, 36095, 36096, 36097, 36099, 36363, 36364, 36637, 36638, 36639, 36904, 37169, 37170]"
14612,[]
14382,[]
14613,[14842]
53005,[]
53268,[]
58826,"[58494, 58495, 58496, 58603, 58606, 58607, 58712, 58713, 58717, 58718, 58823, 58826, 58827, 58828, 58829, 58934, 58936, 58937, 58939, 58940, 59040, 59041, 59043, 59145, 59147]"
21181,"[21426, 21663, 21664, 21665, 21666, 21904, 21905, 21906]"
21180,"[21663, 21664, 21665, 21904, 21905]"
21422,"[21663, 21664, 21665, 21666, 21904, 21905, 21906, 22144, 22145, 22146]"
7196,[7194]
32839,"[32063, 32064, 32316, 32317, 32319, 32573, 32574, 32575, 32576, 32836, 32838, 32841, 33108, 33110, 33111, 33376, 33379, 33380, 33647, 33648, 33649]"
16563,"[15889, 15890, 15891, 16109, 16110, 16111, 16332, 16333, 16334, 16335, 16336, 16337, 16338, 16560, 16561, 16562, 16563, 16564, 16565, 16566, 16789, 16791, 16792, 16793, 16794, 16795, 17020, 17021, 17022, 17023, 17024, 17252, 17253, 17254]"
59600,[59389]
59495,[59389]
4333,"[3972, 3974, 4093, 4094, 4095, 4096, 4213, 4214, 4216, 4330, 4333, 4335, 4450, 4452, 4453, 4569, 4570, 4571, 4572, 4688, 4689]"
37186,"[36383, 36384, 36651, 36652, 36653, 36654, 36655, 36917, 36920, 36921, 36922, 36923, 37188, 37189, 37448, 37452, 37453, 37454, 37710, 37714, 37974]"
36401,"[35589, 35861, 35862, 35863, 36128, 36130, 36133, 36134, 36402, 36404, 36669, 36671, 36672, 36673, 36936, 36937, 36939, 36940]"
11102,"[10740, 10741, 10742, 10914, 10917, 10918, 11100, 11101, 11102, 11103, 11304, 11305, 11306, 11505, 11507, 11508, 11509, 11712, 11714]"
10915,"[10402, 10740, 10741, 10742, 10743, 10914, 10917, 10918, 11100, 11101, 11102, 11103, 11304, 11305, 11507, 11508]"
7628,[]
7629,[]
7746,[]
7627,[]
33152,[]
16333,"[15666, 15667, 15668, 15887, 15888, 15889, 15890, 16106, 16107, 16108, 16109, 16110, 16111, 16330, 16331, 16332, 16333, 16334, 16335, 16336, 16558, 16559, 16560, 16561, 16562, 16563, 16564, 16788, 16789, 16791, 16792, 17019, 17020, 17021]"
37451,"[36652, 36653, 36654, 36920, 36921, 36922, 37188, 37189, 37448, 37452, 37453, 37454, 37709, 37710, 37714, 37715, 37974, 37975, 38232, 38233]"
35592,"[34772, 34773, 34774, 35044, 35045, 35046, 35047, 35048, 35316, 35317, 35318, 35319, 35320, 35321, 35322, 35589, 35591, 35592, 35593, 35594, 35595, 35861, 35862, 35863, 35864, 35865, 35867, 36133, 36134, 36135, 36136, 36404, 36405]"
